 26-Apr-2021  ,9,https://gitam.zoom.us/j/93125651041?pwd=d21NR1F3c1l6a1BzNEFHdHdpOWV0QT09
 26-Apr-2021  ,10,https://gitam.zoom.us/j/91060202262?pwd=U2t2MmcxWVNaWTJRb1J4ZUw0SkwzUT09
 26-Apr-2021  ,11,https://gitam.zoom.us/j/99929700344?pwd=aWh0c0NDTzhOeE9tS3htdkNVOHd4UT09
 26-Apr-2021  ,15,https://gitam.zoom.us/j/93052463020?pwd=UEExWWsyK2ZtM3FjSy9MYVREQ25qUT09
 26-Apr-2021  ,16,https://gitam.zoom.us/j/95698398004?pwd=RldJZys4RVNmSDZFaEdSMWluQytndz09
 28-Apr-2021  ,9,https://gitam.zoom.us/j/97387663523?pwd=ZURXZjgwSXZjRmpFYTFRK3QrazJYdz09
 28-Apr-2021  ,14,https://gitam.zoom.us/j/92056569013?pwd=enJoSGEyVnE0ZEhHTWVrZTI2RzVBUT09
 29-Apr-2021  ,9,https://gitam.zoom.us/j/98599634302?pwd=ZnkxNGtRLzJkRnRoei9ZVlBTdVZLdz09
 29-Apr-2021  ,14,https://gitam.zoom.us/j/95379481982?pwd=MzhseVp3U0xVaWlnNGVNTWZKUDJUUT09
 29-Apr-2021  ,15,https://gitam.zoom.us/j/95379481982?pwd=MzhseVp3U0xVaWlnNGVNTWZKUDJUUT09
 29-Apr-2021  ,16,https://gitam.zoom.us/j/98390145641?pwd=R1BNeERtWW5HdCtYaXloN0lxTExiZz09
 30-Apr-2021  ,16,https://gitam.zoom.us/j/96259357913?pwd=djh2QmdpZ0RQVVlLTEk0ZzhFeHladz09
